,planetMass,planetRadius,orbitRadius,velocity,requiredVelcity,thrust
0,5000000000000000000000000,4424075.66,4866483.226000001,8313.058343278151,8278.283661516954,72900000
1,7000000000000000000000000,5304384.64,5834823.104,8986.84277332301,8945.365496335413,75700000
2,8000000000000000000000000,6374595.739999999,7012055.314,8735.114353690118,8723.38909021767,64200000
3,9000000000000000000000000,3947711.02,4342482.122,11721.183425902385,11757.504458693644,153500000
4,10000000000000000000000000,4087723.5999999996,4496495.96,12173.822036051382,12179.397734941818,162500000
5,3000000000000000000000000,4171409.28,4588550.208000001,6614.1326804968085,6603.676656656608,48500000
6,10000000000000000000000000,4533510.779999999,4986861.858,11553.012182461058,11565.096156375555,136100000
7,6000000000000000000000000,4016912.6399999997,4418603.904,9559.33830079898,9516.910962205558,101600000
8,6000000000000000000000000,5442787.88,5987066.6680000005,8210.810476496677,8175.823269026272,62900000
9,9000000000000000000000000,4004037.92,4404441.712,11640.06916944114,11674.512061778827,151100000
10,9000000000000000000000000,3809307.78,4190238.558,11966.665167635341,11969.190997311156,163400000
11,10000000000000000000000000,5903059.12,6493365.032000001,10146.938430854998,10135.099297381137,89700000
12,5000000000000000000000000,5734078.42,6307486.262,7282.875378640224,7271.428909057952,47700000
13,3000000000000000000000000,5352664.84,5887931.324,5836.31527591851,5829.645905966656,37700000
14,9000000000000000000000000,5019531.46,5521484.606000001,10385.499028747732,10426.924738979253,103500000
15,9000000000000000000000000,5906277.8,6496905.58,9654.022003949129,9612.379179626152,81800000
16,9000000000000000000000000,6546795.12,7201474.632000001,9125.82147934596,9130.056268330241,68200000
17,9000000000000000000000000,5029187.5,5532106.25,10427.324588761798,10416.910081884835,104600000
18,8000000000000000000000000,3580781.5,3938859.6500000004,11639.354113551337,11639.187309089593,164300000
19,5000000000000000000000000,3463299.6799999997,3809629.648,9314.748724331817,9356.351739571468,106700000
20,10000000000000000000000000,7723222.659999999,8495544.925999999,8868.624200350476,8860.684979523632,63600000
21,3000000000000000000000000,3761027.5799999996,4137130.338,6975.901838702647,6954.628607412102,57500000
22,1000000000000000000000000,6310222.14,6941244.354,3094.211122509597,3099.8754906349795,30200000
23,8000000000000000000000000,6995800.9799999995,7695381.078,8297.23432653263,8327.082068078891,56600000
24,400000000000000000000000,5280244.54,5808268.994000001,2141.4788187057247,2143.2338110758587,22000000
25,9000000000000000000000000,3973460.46,4370806.506,11727.136174361003,11719.346128570473,152700000
26,9000000000000000000000000,6765665.359999999,7442231.896,9019.387873584174,8981.162876404556,65500000
27,10000000000000000000000000,7224327.26,7946759.9860000005,9172.5647307117,9161.527062078707,65000000
28,10000000000000000000000000,7419057.399999999,8160963.14,9066.518335290366,9040.49496816728,62500000
29,8000000000000000000000000,5547394.9799999995,6102134.478,9358.71702000786,9351.193059443034,79700000
30,7000000000000000000000000,3598484.2399999998,3958332.664,10861.931109932553,10860.649343196606,140500000
31,2000000000000000000000000,6073649.16,6681014.076,4477.087220640748,4468.448134402633,35400000
32,8000000000000000000000000,6846132.359999999,7530745.596,8375.999623796011,8417.612361126585,56700000
33,10000000000000000000000000,8014513.199999999,8815964.52,8704.811978359252,8698.172177149263,64800000
34,7000000000000000000000000,3667685.86,4034454.446,10765.712043954556,10757.702476273926,135900000
35,10000000000000000000000000,4401544.899999999,4841699.39,11772.393580337342,11737.186519669613,144800000
36,5000000000000000000000000,4737896.96,5211686.656,7967.046483047229,7999.424997722757,64600000
37,3000000000000000000000000,7811736.359999999,8592909.996,4811.942514368012,4825.623256160349,45800000
38,6000000000000000000000000,3471346.38,3818481.018,10247.269189689963,10237.48371992709,130700000
39,4000000000000000000000000,4501323.9799999995,4951456.378,7352.627437832825,7340.513369124983,57200000
40,900000000000000000000000,7884156.659999999,8672572.326,2641.6834985384035,2630.935532904846,34800000
41,10000000000000000000000000,4655820.62,5121402.682000001,11381.84207344005,11412.175839471329,131500000
42,6000000000000000000000000,7087533.359999999,7796286.6959999995,7189.362241168099,7164.644423715912,52400000
43,3000000000000000000000000,5716375.68,6288013.248000001,5663.425072372131,5641.139250026776,38700000
44,7000000000000000000000000,3752980.88,4128278.9680000003,10662.54740052813,10634.75326724228,131800000
45,10000000000000000000000000,4671914.02,5139105.422,11398.302719857338,11392.503051460677,130900000
46,8000000000000000000000000,3535719.98,3889291.978,11685.451501925605,11713.121184252996,167100000
