,planetMass,planetRadius,orbitRadius,velocity,requiredVelcity,thrust
0,8000000000000000000000000,4005647.26,4406211.9860000005,10999.010458577812,11004.624209844873,135000000
1,4000000000000000000000000,4097379.6399999997,4507117.604,7659.250954359217,7693.845615210855,65100000
2,10000000000000000000000000,5631080.66,6194188.726000001,10391.882476110693,10376.973322940226,97300000
3,8000000000000000000000000,3468127.6999999997,3814940.47,11782.188413187207,11826.712179517652,171800000
4,9000000000000000000000000,6138022.76,6751825.036,9391.807223164076,9429.172520443595,75300000
5,8000000000000000000000000,3498705.1599999997,3848575.676,11753.852707526074,11774.918100640823,168700000
6,9000000000000000000000000,5201386.88,5721525.568,10242.678824635355,10243.02541201909,99600000
7,4000000000000000000000000,5328524.739999999,5861377.214,6755.068689134656,6746.726061575999,43500000
8,8000000000000000000000000,7496305.72,8245936.292,8005.467802363651,8044.293782112433,58400000
9,6000000000000000000000000,3421456.84,3763602.524,10311.739161599116,10311.851890277427,131600000
10,8000000000000000000000000,3394098.06,3733507.8660000004,11930.65703788579,11954.994347792157,177200000
11,8000000000000000000000000,7377214.56,8114936.016,8083.433005904312,8108.963778796225,58000000
12,900000000000000000000000,5079077.04,5586984.744000001,3289.8522769991077,3277.897952157538,26200000
13,1000000000000000000000000,4937455.12,5431200.632,3516.128095917035,3504.4106690418985,26600000
14,9000000000000000000000000,5557051.02,6112756.122,9873.105936538988,9909.817054670903,88900000
15,900000000000000000000000,4937455.12,5431200.632,3320.220970995761,3324.575871230076,25800000
16,7000000000000000000000000,3633889.7199999997,3997278.692,10779.990648797011,10807.611448947335,139100000
17,400000000000000000000000,4329124.6,4762037.06,2362.837367401095,2366.9905669379523,19900000
18,500000000000000000000000,7084314.68,7792746.148,2068.080278632937,2068.7244843043945,28200000
19,3000000000000000000000000,4412810.279999999,4854091.307999999,6391.210799359789,6420.510693371529,43700000
20,3000000000000000000000000,6797852.159999999,7477637.376,5148.421349343985,5172.98648886064,41900000
21,800000000000000000000000,6759228.0,7435150.800000001,2669.9276697205632,2678.940203147865,30000000
22,6000000000000000000000000,7781158.899999999,8559274.790000001,6830.678415457928,6837.857681999558,55000000
23,1000000000000000000000000,6802680.18,7482948.198,2971.8219676077497,2985.565115154906,31700000
24,4000000000000000000000000,4198768.06,4618644.866,7613.991281869681,7600.385620244557,63900000
25,900000000000000000000000,5241620.38,5765782.4180000005,3239.579998128644,3226.673682841406,26600000
26,7000000000000000000000000,5613377.92,6174715.712,8715.283336055834,8695.678077548986,69100000
27,9000000000000000000000000,3798042.4,4177846.64,11943.174193719948,11986.928772890404,162900000
28,6000000000000000000000000,3633889.7199999997,3997278.692,9990.536130563827,10005.90390996739,120200000
29,6000000000000000000000000,5568316.399999999,6125148.04,8101.769423343074,8083.142725666983,60400000
30,9000000000000000000000000,4060364.82,4466401.302,11582.95656566948,11593.252662666695,149000000
31,8000000000000000000000000,5629471.319999999,6192418.452,9323.111934154169,9282.77368463175,79000000
32,9000000000000000000000000,6854179.06,7539596.966,8901.109931952866,8922.983834285593,63400000
33,6000000000000000000000000,5893403.08,6482743.388,7878.852271412977,7857.0429411560435,55200000
34,10000000000000000000000000,4420856.9799999995,4862942.678,11656.167757115518,11711.52208694855,142900000
35,9000000000000000000000000,7311231.619999999,8042354.782,8665.687602810389,8639.578555328217,60100000
