,planetMass,planetRadius,orbitRadius,velocity,requiredVelcity,thrust
0,9000000000000000000000000,6908896.62,7599786.282000001,8882.435565192958,8887.579160833622,62900000
1,6000000000000000000000000,4491667.9399999995,4940834.734,8981.816574221544,8999.914392668228,84000000
2,7000000000000000000000000,3600093.5799999996,3960102.938,10858.743838472228,10858.22156864002,140500000
3,3000000000000000000000000,3250866.8,3575953.48,7460.223793779829,7480.448100348672,72600000
4,6000000000000000000000000,5278635.2,5806498.720000001,8304.225718295807,8301.974112855602,64900000
5,4000000000000000000000000,6133194.739999999,6746514.214,6277.445429371223,6288.588725935858,43300000
6,10000000000000000000000000,5907887.14,6498675.854,10100.49394467338,10130.957168212546,88500000
7,8000000000000000000000000,3463299.6799999997,3809629.648,11862.358415734972,11834.952834689762,172600000
8,6000000000000000000000000,4937455.12,5431200.632,8547.339413555053,8584.017988318064,71800000
9,9000000000000000000000000,3751371.54,4126508.6940000006,12045.855943372042,12061.263054104626,171100000
10,4000000000000000000000000,3448815.6199999996,3793697.182,8350.572001210892,8386.129829651827,87300000
11,8000000000000000000000000,6030196.9799999995,6633216.678,8980.838502024131,8969.037058429067,69500000
12,8000000000000000000000000,6398735.84,7038609.424000001,8711.158029977565,8706.918456057967,63700000
13,8000000000000000000000000,3616186.98,3977805.6780000003,11623.83043886079,11582.068489931171,161700000
14,500000000000000000000000,6936255.399999999,7629880.94,2084.274668814974,2090.687095319616,27700000
15,7000000000000000000000000,5051718.26,5556890.086,9211.388521061806,9166.34150896533,82000000
16,9000000000000000000000000,5568316.399999999,6125148.04,9933.102670339014,9899.787597986868,89900000
17,10000000000000000000000000,7100408.08,7810448.888,9238.746106130404,9241.126592621784,66900000
18,9000000000000000000000000,6751181.3,7426299.430000001,8993.062236229192,8990.79185836931,65000000
19,9000000000000000000000000,3865634.6799999997,4252198.148,11836.233875358796,11881.668317814769,158700000
20,10000000000000000000000000,4060364.82,4466401.302,12227.853983631681,12220.36130127949,165500000
21,8000000000000000000000000,4826410.66,5309051.726000001,10058.115357652818,10025.34743033643,100700000
22,1000000000000000000000000,6010884.899999999,6611973.39,3188.158443576224,3176.1234069923153,29400000
23,3000000000000000000000000,3506751.86,3857427.046,7231.374924308697,7202.357654110483,65100000
24,700000000000000000000000,5866044.3,6452648.73,2680.6359961331987,2689.9420572570507,26500000
25,4000000000000000000000000,3995991.2199999997,4395590.342,7825.638927323088,7790.840395025774,69500000
26,8000000000000000000000000,3495486.48,3845035.1280000005,11819.905926071875,11780.338086244597,172900000
27,6000000000000000000000000,7678161.14,8445977.254,6905.510727785212,6883.567705437248,54700000
28,8000000000000000000000000,4086114.26,4494725.686,10934.66353432852,10895.729543931879,131400000
29,7000000000000000000000000,3918742.9,4310617.19,10379.877562341198,10407.399091468178,121500000
30,8000000000000000000000000,4327515.26,4760266.786,10600.718519091532,10587.4717340244,120500000
31,9000000000000000000000000,4280844.399999999,4708928.84,11246.673691204032,11290.75822954832,136600000
32,8000000000000000000000000,6377814.42,7015595.862000001,8751.271952622881,8721.18760397688,64300000
33,5000000000000000000000000,3896212.1399999997,4285833.354,8800.592729952152,8821.253016290046,88200000
34,9000000000000000000000000,5911105.819999999,6502216.402,9568.336433037097,9608.452821297882,80100000
35,3000000000000000000000000,4230954.859999999,4654050.346,6563.104619201628,6557.0426088816985,47500000
36,7000000000000000000000000,4406372.92,4847010.212,9823.770554820707,9814.653452154103,101000000
37,6000000000000000000000000,3662857.84,4029143.6240000003,10014.584513329584,9966.258966397083,119900000
38,9000000000000000000000000,5632690.0,6195959.000000001,9871.9557144002,9843.054823710267,87700000
39,10000000000000000000000000,4543166.819999999,4997483.501999999,11511.824177968054,11552.799399940905,137000000
40,8000000000000000000000000,3527673.28,3880440.608,11756.378662578165,11726.47251787519,167700000
41,5000000000000000000000000,7509180.4399999995,8260098.484,6370.818193367614,6354.118449820277,51300000
42,10000000000000000000000000,7082705.34,7790975.874000001,9276.7990753922,9252.66816879374,67800000
43,9000000000000000000000000,5334962.1,5868458.3100000005,10089.98758107245,10113.981614986744,94800000
44,10000000000000000000000000,4792614.52,5271875.972,11210.971288348823,11248.129941314517,124600000
45,10000000000000000000000000,5796842.68,6376526.948,10268.054051410281,10227.531299542465,93400000
46,8000000000000000000000000,6580591.26,7238650.386,8625.690539924419,8585.767222739727,61100000
47,10000000000000000000000000,5679360.859999999,6247296.9459999995,10343.33750533682,10332.771900990172,96400000
48,1000000000000000000000000,5566707.06,6123377.766,3296.550870947367,3300.4061711026875,28100000
49,6000000000000000000000000,3629061.6999999997,3991967.87,9987.254290532659,10012.557509667517,118100000
50,7000000000000000000000000,3408582.1199999996,3749440.332,11122.500317487706,11159.0882877101,153200000
51,6000000000000000000000000,3722403.42,4094643.762,9865.024728717037,9886.224771965084,114700000
52,7000000000000000000000000,3331333.8,3664467.18,11274.14156435992,11287.727560260184,159400000
53,8000000000000000000000000,4036224.7199999997,4439847.192,10996.978549609545,10962.860779449933,134400000
54,6000000000000000000000000,3265350.86,3591885.946,10581.73400546104,10555.462645501706,142900000
55,1000000000000000000000000,7382042.58,8120246.838,2861.5456996656285,2866.013959789202,33700000
56,900000000000000000000000,5980307.4399999995,6578338.184,3018.64981744447,3020.8285248075895,28500000
57,6000000000000000000000000,5080686.38,5588755.018,8467.56897609544,8462.155580009461,69600000
58,6000000000000000000000000,4436950.38,4880645.4180000005,9096.814093738616,9055.238921917762,87400000
59,10000000000000000000000000,4551213.52,5006334.8719999995,11574.378632769327,11542.582011013668,138800000
60,5000000000000000000000000,3410191.46,3751210.606,9439.008001511374,9428.925304877295,112400000
61,6000000000000000000000000,5215870.9399999995,5737458.034,8332.465891657914,8351.774911808465,66500000
62,8000000000000000000000000,7963014.319999999,8759315.752,7830.24986935405,7804.998420546761,60600000
63,3000000000000000000000000,4235782.88,4659361.1680000005,6577.005500886544,6553.304627043164,47600000
64,4000000000000000000000000,3603312.26,3963643.486,8181.107049295138,8204.37722506286,81300000
65,900000000000000000000000,3265350.86,3591885.946,4080.205560572491,4088.1131037542586,23000000
66,7000000000000000000000000,3461690.34,3807859.3740000003,11051.892210395568,11073.157732655323,152100000
67,4000000000000000000000000,5272197.84,5799417.624000001,6805.604131407379,6782.670514477395,44100000
68,6000000000000000000000000,5256104.4399999995,5781714.884,8280.705490069848,8319.748661048183,64600000
69,6000000000000000000000000,5640736.699999999,6204810.37,8026.57067625924,8031.086166608974,58400000
70,7000000000000000000000000,3275006.9,3602507.5900000003,11386.510534835073,11384.38264909445,166100000
71,8000000000000000000000000,4995391.359999999,5494930.495999999,9838.362442187632,9854.323350381103,93800000
72,1000000000000000000000000,4660648.64,5126713.504,3623.1922653052097,3606.9771635967695,26000000
73,9000000000000000000000000,4250266.9399999995,4675293.634,11282.084254907431,11331.29968217716,137500000
74,7000000000000000000000000,3651592.46,4016751.7060000002,10765.847729621051,10781.382237429261,139300000
75,8000000000000000000000000,4700882.14,5170970.354,10200.358670930254,10158.319929077827,104200000
76,8000000000000000000000000,8041871.9799999995,8846059.178,7782.297373992795,7766.63669347738,60900000
77,2000000000000000000000000,6104226.62,6714649.282000001,4467.532700416112,4457.242347007014,35500000
78,8000000000000000000000000,6717385.159999999,7389123.676,8486.040351041473,8497.896604172061,58200000
79,6000000000000000000000000,3629061.6999999997,3991967.87,10043.020439621832,10012.557509667517,120600000
80,10000000000000000000000000,5000219.38,5500241.318,10973.549270904316,11012.148134855332,116400000
81,7000000000000000000000000,5957776.68,6553554.348,8473.40809222469,8440.603201957543,62500000
82,8000000000000000000000000,4972860.6,5470146.66,9911.19965606748,9876.621831600789,95800000
