,planetMass,planetRadius,orbitRadius,velocity,requiredVelcity,thrust
0,8000000000000000000000000,6693245.06,7362569.566000001,8519.748099415003,8513.207222442852,58900000
1,10000000000000000000000000,4953548.52,5448903.3719999995,11014.754370171218,11063.903106941032,118500000
2,400000000000000000000000,3843103.92,4227414.312,2507.829221449072,2512.2074890175895,19000000
3,2000000000000000000000000,3648373.78,4013211.1580000003,5794.243913227315,5765.43273036343,41400000
4,6000000000000000000000000,3453643.6399999997,3799008.0039999997,10256.615917072975,10263.687909603506,129300000
5,9000000000000000000000000,7932436.859999999,8725680.546,8260.182330243419,8294.391245589512,62300000
6,6000000000000000000000000,4612368.4399999995,5073605.284,8849.576324043115,8881.374916335208,80900000
7,300000000000000000000000,6147678.8,6762446.680000001,1723.1433951346485,1720.1709829148704,23000000
8,7000000000000000000000000,3302365.6799999997,3632602.248,11315.089595324242,11337.127041617217,162500000
9,2000000000000000000000000,5005047.399999999,5505552.14,4944.7847405462335,4922.406491510596,32600000
10,8000000000000000000000000,5647174.06,6211891.466,9265.18986447415,9268.212462044454,77200000
11,7000000000000000000000000,5222308.3,5744539.13,9055.910196550605,9015.386308442883,77400000
12,8000000000000000000000000,3564688.0999999996,3921156.9099999997,11664.431993461934,11665.431282226282,164200000
13,8000000000000000000000000,4784567.819999999,5263024.602,10044.953604083816,10069.089714452151,101400000
14,9000000000000000000000000,6419657.26,7061622.9860000005,9228.260624224364,9220.02095400678,71200000
15,5000000000000000000000000,4338780.64,4772658.704,8335.115738585871,8359.25800454417,74800000
16,9000000000000000000000000,7592866.119999999,8352152.732,8509.817936785124,8477.834962696697,61200000
17,3000000000000000000000000,4070020.86,4477022.946,6699.146176931436,6685.422892868397,50900000
18,9000000000000000000000000,4620415.14,5082456.654,10859.090013582292,10867.942449341304,119100000
19,8000000000000000000000000,3413410.1399999997,3754751.154,11899.385203779226,11921.127440237133,173600000
20,10000000000000000000000000,7002238.34,7702462.174000001,9345.880396901637,9305.68033725813,69300000
21,10000000000000000000000000,5133794.6,5647174.06,10886.070913795227,10867.942449341304,113700000
22,9000000000000000000000000,4163362.5799999996,4579698.8379999995,11411.223689276572,11448.951400847347,143000000
23,10000000000000000000000000,6215271.08,6836798.188000001,9881.307483804818,9877.261157220877,83000000
24,1000000000000000000000000,6109054.64,6719960.104,3144.1231225528372,3150.5006214502987,29600000
25,10000000000000000000000000,4061974.1599999997,4468171.576,12257.65305832869,12217.940229180193,164300000
26,9000000000000000000000000,3918742.9,4310617.19,11747.375213361365,11800.88133901044,156000000
27,3000000000000000000000000,4816754.62,5298430.082,6172.019623969653,6145.396948536519,39000000
28,9000000000000000000000000,6894412.56,7583853.816000001,8934.994633405297,8896.909955173334,63300000
29,2000000000000000000000000,3231554.7199999997,3554710.192,6139.574479432035,6125.983392332009,49700000
30,400000000000000000000000,3752980.88,4128278.9680000003,2552.110977599389,2542.1922716440777,18900000
31,4000000000000000000000000,4456262.46,4901888.706,7342.629822878873,7377.533484031791,57100000
32,8000000000000000000000000,5449225.239999999,5994147.7639999995,9447.805993569898,9435.049611174085,81900000
33,5000000000000000000000000,4737896.96,5211686.656,7967.046483047229,7999.424997722757,64600000
34,5000000000000000000000000,4070020.86,4477022.946,8642.510521885622,8630.843842144372,83900000
35,3000000000000000000000000,4543166.819999999,4997483.501999999,6318.546398749202,6327.72883367978,42100000
36,10000000000000000000000000,4718584.88,5190443.368000001,11389.079986623527,11336.022219995764,130600000
37,2000000000000000000000000,4419247.64,4861172.404,5252.343267447885,5238.505483792981,31400000
38,500000000000000000000000,7356293.14,8091922.454,2031.8501366096177,2030.1216514351827,29100000
39,9000000000000000000000000,6018931.6,6620824.76,9523.490195853628,9521.998859367837,78800000
40,6000000000000000000000000,4898830.96,5388714.056000001,8577.797952567304,8617.791304290047,73200000
41,6000000000000000000000000,3857587.98,4243346.778,9701.438444799156,9711.454498098421,107500000
42,7000000000000000000000000,3250866.8,3575953.48,11437.0274889287,11426.573217345469,166100000
43,10000000000000000000000000,5452443.92,5997688.312000001,10561.851322915796,10545.592141570434,101700000
44,8000000000000000000000000,6363330.359999999,6999663.396,8726.310104718552,8731.107441425049,63800000
45,9000000000000000000000000,4296937.8,4726631.58,11284.051541598496,11269.59465287318,135000000
46,500000000000000000000000,6516217.659999999,7167839.426,2166.8490400683972,2157.018079653506,26500000
47,4000000000000000000000000,3950929.6999999997,4346022.67,7852.248717089752,7835.142850252423,70500000
48,5000000000000000000000000,4436950.38,4880645.4180000005,8248.54910385748,8266.2643685552,72200000
49,7000000000000000000000000,3456862.32,3802548.552,11070.987931776086,11080.887686638722,152200000
50,3000000000000000000000000,4461090.4799999995,4907199.528,6395.109222011863,6385.673156318691,43800000
51,8000000000000000000000000,7840704.4799999995,8624774.928,7895.947766728873,7865.639270796269,60100000
52,8000000000000000000000000,4116691.7199999997,4528360.892,10868.436205380403,10855.189138729558,129200000
53,7000000000000000000000000,4639727.22,5103699.942,9575.351275112584,9564.656338933877,93100000
54,7000000000000000000000000,4721803.56,5193983.916,9485.365280528547,9481.163517939101,91100000
55,8000000000000000000000000,3445596.94,3790156.634,11855.709865100705,11865.316611980928,173900000
56,10000000000000000000000000,4910096.34,5401105.974,11125.011178544519,11112.750598790917,120400000
57,8000000000000000000000000,3962195.0799999996,4358414.5879999995,11051.62275898323,11064.80184404555,138200000
58,8000000000000000000000000,6833257.64,7516583.404,8412.354083824019,8425.538551546653,57000000
59,4000000000000000000000000,4213252.12,4634577.332,7609.6636363223615,7587.310303177268,63300000
60,9000000000000000000000000,4845722.739999999,5330295.0139999995,10617.69654313442,10612.276294138572,111500000
61,4000000000000000000000000,3736887.48,4110576.228,8096.022337395285,8056.40999263142,77900000
62,7000000000000000000000000,3324896.44,3657386.0840000003,11310.22676083933,11298.649408543628,161300000
63,7000000000000000000000000,3616186.98,3977805.6780000003,10824.673386716804,10834.03302986817,139200000
64,10000000000000000000000000,6075258.5,6682784.350000001,9982.962348547719,9990.43028370466,86200000
65,6000000000000000000000000,3965413.76,4361955.136,9547.156000125211,9578.509734478037,103800000
66,3000000000000000000000000,4375795.46,4813375.006,6447.729999533153,6447.609033071634,45100000
67,3000000000000000000000000,4010475.28,4411522.808,6734.881748020172,6734.870972357964,51700000
68,6000000000000000000000000,4147269.1799999997,4561996.098,9364.248338156747,9366.149539179267,96200000
69,9000000000000000000000000,3781949.0,4160143.9000000004,12044.76599670475,12012.405802211859,166800000
70,8000000000000000000000000,4623633.819999999,5085997.202,10222.810212932836,10242.827339457515,106200000
71,3000000000000000000000000,4605931.08,5066524.188,6263.0332797840665,6284.4674929576995,41000000
72,10000000000000000000000000,5349446.16,5884390.776000001,10594.960219575132,10646.63006253095,104500000
73,10000000000000000000000000,6054337.08,6659770.788000001,9966.316446850497,10007.67690615566,85000000
74,6000000000000000000000000,5141841.3,5656025.430000001,8388.561639224954,8411.682376339071,67900000
75,8000000000000000000000000,4630071.18,5093078.298,10232.569151505646,10235.704371044278,107100000
76,8000000000000000000000000,3833447.88,4216792.6680000005,11205.927766771405,11249.074329036368,143400000
77,4000000000000000000000000,3680560.5799999996,4048616.638,8141.613176290366,8117.823132229275,79700000
78,8000000000000000000000000,3408582.1199999996,3749440.332,11891.268635269182,11929.567177535162,177100000
79,4000000000000000000000000,4076458.2199999997,4484104.042,7686.625526533063,7713.563733894835,66200000
80,800000000000000000000000,3855978.6399999997,4241576.504,3547.6434077620893,3546.8617280543363,22900000
81,8000000000000000000000000,4454653.12,4900118.432000001,10472.825712491662,10435.292387175283,115200000
82,7000000000000000000000000,3875290.7199999997,4262819.792,10499.63938703651,10465.583575382418,125900000
83,5000000000000000000000000,5944901.96,6539392.156,7164.2184639521,7141.332069860989,46000000
84,10000000000000000000000000,5890184.399999999,6479202.84,10137.241422899862,10146.169862448121,90500000
85,8000000000000000000000000,4309812.52,4740793.772,10622.424554260613,10609.193698307869,120400000
86,6000000000000000000000000,4478793.22,4926672.542,9054.271055223844,9012.84066775725,85400000
87,9000000000000000000000000,6479202.84,7127123.124000001,9140.261764146348,9177.555952623348,69300000
88,1000000000000000000000000,6730259.88,7403285.868000001,3014.7679839014136,3001.5850751673297,31600000
89,3000000000000000000000000,5256104.4399999995,5781714.884,5896.450006114639,5882.950695994869,37500000
90,7000000000000000000000000,3275006.9,3602507.5900000003,11398.328405138689,11384.38264909445,164500000
91,600000000000000000000000,4585009.66,5043510.626,2811.8689223243523,2816.9041658624515,22500000
92,7000000000000000000000000,4189112.02,4608023.222,10095.644043034647,10065.946259738037,110700000
93,6000000000000000000000000,3551813.38,3906994.7180000003,10133.840525655369,10120.853305247274,124300000
94,4000000000000000000000000,3740106.1599999997,4114116.776,8078.213006140333,8052.942632887161,77300000
95,5000000000000000000000000,3645155.0999999996,4009670.61,9082.469827713216,9119.973375946298,99300000
96,800000000000000000000000,3751371.54,4126508.6940000006,3613.906334825238,3595.9738777979555,22800000
97,6000000000000000000000000,3955757.7199999997,4351333.492,9615.671003369502,9590.193222945292,105000000
98,4000000000000000000000000,7726441.34,8499085.474000001,5607.88671086935,5602.82185673958,49100000
99,8000000000000000000000000,4007256.5999999996,4407982.26,10974.51175296499,11002.414224038906,134800000
