,planetMass,planetRadius,orbitRadius,velocity,requiredVelcity,thrust
0,9000000000000000000000000,4919752.38,5411727.618000001,10522.644926325625,10532.12989836042,108800000
1,10000000000000000000000000,4071630.1999999997,4478793.22,12236.557129880215,12203.443953287453,164300000
2,6000000000000000000000000,3455252.98,3800778.2780000004,10308.486081318597,10261.297391832733,132200000
3,700000000000000000000000,7546195.26,8300814.786,2376.828222466936,2371.6553375539247,31800000
4,5000000000000000000000000,4052318.1199999996,4457549.932,8642.474708467591,8649.675419082541,83700000
5,9000000000000000000000000,3789995.6999999997,4168995.27,12055.562042678988,11999.647003282593,167100000
6,3000000000000000000000000,4626852.5,5089537.75,6253.289716516598,6270.243033627278,40900000
7,5000000000000000000000000,4063583.5,4469941.850000001,8673.459713551973,8637.67744879066,84600000
8,10000000000000000000000000,4895612.279999999,5385173.507999999,11160.486874467248,11129.177437911148,122200000
9,7000000000000000000000000,4845722.739999999,5330295.0139999995,9313.075351903553,9359.1479728656,85900000
10,5000000000000000000000000,4852160.1,5337376.11,7877.424985909763,7904.674941181209,61800000
11,3000000000000000000000000,3693435.3,4062778.83,7019.6479498409,7017.977215714491,59500000
12,8000000000000000000000000,4741115.64,5215227.204,10127.390052820947,10115.125924727916,102800000
13,10000000000000000000000000,3925180.26,4317698.286,12459.578652470544,12429.016693961039,174600000
14,10000000000000000000000000,6242629.859999999,6866892.846,9893.575943095151,9855.593482931377,82900000
15,10000000000000000000000000,5051718.26,5556890.086,10966.464033572915,10955.873614444758,114700000
16,6000000000000000000000000,4874690.859999999,5362159.9459999995,8597.618100159392,8639.103161014415,73500000
17,3000000000000000000000000,3975069.8,4372576.78,6776.903014045567,6764.797833834798,53000000
18,5000000000000000000000000,3765855.5999999996,4142441.16,8947.351945788663,8972.629703098853,94100000
19,9000000000000000000000000,4547994.84,5002794.324,10972.736319365604,10954.128909661908,123400000
20,10000000000000000000000000,4712147.52,5183362.272,11341.939576122817,11343.762761846847,130100000
21,900000000000000000000000,7201796.5,7921976.15,2748.8145280414074,2752.7540254164555,32300000
22,5000000000000000000000000,3435940.9,3779534.99,9357.867928559364,9393.527994360975,109300000
23,9000000000000000000000000,6364939.699999999,7001433.67,9287.612250163505,9259.56708130808,72400000
24,9000000000000000000000000,3632280.38,3995508.418,12281.451444494565,12257.394012741783,177900000
25,4000000000000000000000000,3271788.2199999997,3598967.042,8592.440934135966,8610.016383343094,94500000
26,6000000000000000000000000,6052727.739999999,6658000.5139999995,7788.311951574649,7752.94369529328,53100000
27,700000000000000000000000,6133194.739999999,6746514.214,2632.5515973346724,2630.705405151691,27300000
28,8000000000000000000000000,6651402.22,7316542.442000001,8521.216085199489,8539.942810398557,59600000
29,3000000000000000000000000,3864025.34,4250427.874,6841.123531896883,6861.312800353759,54500000
30,8000000000000000000000000,5238401.7,5762241.870000001,9621.538124050396,9623.037285960838,88000000
31,6000000000000000000000000,5629471.319999999,6192418.452,8066.049087248174,8039.117828472772,59300000
32,3000000000000000000000000,3535719.98,3889291.978,7166.52065749252,7172.792549201015,63000000
33,7000000000000000000000000,3864025.34,4250427.874,10520.733738396826,10480.828424796842,125900000
34,700000000000000000000000,5991572.819999999,6590730.102,2663.6496824034466,2661.6146199201885,26900000
